Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Value_co2_emissions_kt_by_country
2.42,0.0,0.4,7030.00021
2.47,0.0,0.39,7570.000172
2.71,0.0,0.45,7449.999809
2.83,0.0,0.47,8010.000229
3.15,0.0,0.49,8569.999695
3.36,0.0,0.53,9289.999962
3.68,0.0,0.49,10130.00011
3.9,0.0,0.58,9800.000191
3.97,0.0,0.7,10180.00031
4.45,0.0,0.72,10619.99989
4.23,0.0,1.0,0.0
26.51,0.0,9.46,51459.99908
27.26,0.0,9.56,49830.00183
27.17,0.0,10.54,46869.99893
25.53,0.0,11.89,47099.99847
29.35,0.0,8.67,51229.99954
26.89,0.0,9.3,45790.00092
29.01,0.0,10.22,46470.00122
22.41,0.0,11.03,38959.99908
27.48,0.0,10.11,45389.99939
27.75,0.0,10.86,46619.99893
27.15,0.0,9.29,47340.00015
25.77,0.0,10.9,46130.00107
26.35,0.0,10.51,45950.00076
27.02,0.0,10.21,0.0
0.18,0.0,0.0,290.0
0.18,0.0,0.0,320.0
0.2,0.0,0.0,349.999994
0.21,0.0,0.0,340.0000036
0.21,0.0,0.0,379.9999952
0.22,0.0,0.0,379.9999952
0.24,0.0,0.0,389.9999857
0.25,0.0,0.0,400.000006
0.25,0.0,0.0,419.9999869
0.26,0.0,0.0,449.9999881
0.28,0.0,0.0,439.9999976
0.38,0.0,0.0,409.9999964
0.39,0.0,0.0,430.0000072
0.4,0.0,0.01,419.9999869
0.41,0.0,0.01,469.9999988
0.43,0.0,0.01,509.9999905
0.46,0.0,0.01,579.9999833
0.47,0.0,0.01,579.9999833
0.48,0.0,0.01,579.9999833
0.49,0.0,0.04,610.0000143
0.53,0.0,0.07,0.0
0.07,0.0,0.01,330.0
0.12,0.0,0.01,440.0
0.13,0.0,0.02,500.0
0.12,0.0,0.02,550.0000119
0.1,0.0,0.02,529.9999714
0.06,0.0,0.02,449.9999881
0.04,0.0,0.0,589.9999738
0.04,0.0,0.02,500.0
0.04,0.0,0.02,519.9999809
0.04,0.0,0.02,519.9999809
0.04,0.0,0.12,560.0000024
0.02,0.0,0.15,740.0000095
0.06,0.0,0.12,860.0000143
0.05,0.0,0.1,1039.999962
0.04,0.0,0.15,1149.999976
0.05,0.0,0.14,910.0000262
0.06,0.0,0.16,930.0000072
0.06,0.0,0.17,939.9999976
0.06,0.0,0.2,860.0000143
0.02,0.0,0.19,899.9999762
0.02,0.0,0.19,0.0
29.0,0.0,0.0,42120.0
32.05,0.0,0.0,42030.0
33.53,0.0,0.0,41290.00092
34.21,0.0,0.0,38159.99985
35.56,0.0,0.0,39619.99893
36.84,0.0,0.0,36900.00153
38.03,0.0,0.0,37169.99817
39.64,0.0,0.0,38290.00092
40.27,0.0,0.0,38419.99817
40.47,0.0,0.0,38830.00183
43.05,0.0,0.0,42409.99985
43.66,0.0,0.01,44770.00046
44.51,0.0,0.01,43689.99863
45.5,0.0,0.16,43909.99985
46.68,0.0,0.28,44400.00153
47.45,0.0,0.41,45430.00031
48.58,0.0,0.53,46099.99847
49.16,0.0,0.55,49139.99939
49.87,0.0,0.67,47400.00153
50.96,0.0,0.78,47380.00107
50.04,0.0,0.83,0.0
4.95,4.76,3.9,14540.0
5.35,5.26,3.87,15380.0
5.66,5.53,3.41,15520.00046
5.54,5.21,3.08,15409.99985
5.6,5.46,4.21,15699.99981
5.66,5.88,3.57,15920.00008
5.86,5.55,3.7,16290.00092
5.96,5.7,3.38,16280.00069
5.83,6.27,4.31,17360.00061
5.75,5.74,4.9,15510.00023
5.85,5.66,4.75,15779.99973
5.82,6.22,3.88,15699.99981
5.69,5.53,4.33,15119.99989
5.39,5.3,5.11,14550.00019
4.18,6.37,6.6,13109.99966
4.8,5.65,4.35,13140.00034
5.45,5.72,5.06,13899.99962
5.32,6.29,4.44,14119.99989
5.12,5.78,5.22,14069.99969
5.03,5.82,5.04,13600.00038
4.96,6.35,5.58,0.0
0.06,0.0,0.0,240.0
0.06,0.0,0.0,250.0
0.06,0.0,0.0,259.9999905
0.06,0.0,0.0,270.0000107
0.06,0.0,0.0,310.0000024
0.07,0.0,0.0,340.0000036
0.07,0.0,0.0,340.0000036
0.08,0.0,0.0,340.0000036
0.08,0.0,0.0,319.9999928
0.08,0.0,0.0,330.0000131
0.08,0.0,0.0,340.0000036
0.08,0.0,0.0,349.999994
0.08,0.0,0.0,349.999994
0.09,0.0,0.0,389.9999857
0.09,0.0,0.0,340.0000036
0.09,0.0,0.0,310.0000024
0.1,0.0,0.0,360.0000143
0.1,0.0,0.0,349.999994
0.1,0.0,0.0,360.0000143
0.1,0.0,0.0,360.0000143
0.1,0.0,0.0,0.0
0.23,0.0,0.0,490.0
0.25,0.0,0.0,510.0
0.26,0.0,0.0,569.9999928
0.26,0.0,0.0,579.9999833
0.26,0.0,0.0,579.9999833
0.27,0.0,0.0,579.9999833
0.28,0.0,0.0,579.9999833
0.29,0.0,0.0,620.0000048
0.3,0.0,0.0,620.0000048
0.31,0.0,0.0,610.0000143
0.31,0.0,0.0,629.9999952
0.31,0.0,0.0,629.9999952
0.32,0.0,0.0,629.9999952
0.33,0.0,0.0,649.9999762
0.33,0.0,0.0,649.9999762
0.33,0.0,0.0,649.9999762
0.33,0.0,0.01,660.0000262
0.33,0.0,0.02,660.0000262
0.33,0.0,0.02,660.0000262
0.33,0.0,0.02,689.9999976
0.35,0.0,0.03,0.0
181.67,13.01,1.79,284660.0
183.36,10.72,2.46,320540.0
188.79,11.99,2.81,331320.0073
204.39,12.66,1.19,353089.9963
212.63,14.28,1.33,379989.9902
215.23,12.24,1.75,377649.9939
223.25,10.07,3.28,379790.0085
232.91,12.6,1.3,397059.9976
226.32,12.75,1.66,426739.9902
218.17,11.57,1.86,404200.0122
227.57,12.9,2.51,425309.9976
229.06,12.94,2.49,409260.0098
226.84,12.4,1.66,426779.9988
223.28,13.61,1.62,436920.0134
218.42,14.76,3.38,447929.9927
214.88,10.97,6.09,424809.9976
213.09,15.21,7.69,425140.0146
212.77,15.09,10.04,435649.9939
214.25,10.56,12.22,434350.0061
208.39,13.6,12.57,439640.0146
197.5,11.62,12.83,0.0
124.22,62.21,34.49,293310.0
120.06,63.71,49.3,294790.0
143.72,63.02,33.17,312750.0
139.67,61.88,55.75,318660.0037
159.91,63.61,50.13,335559.9976
184.65,57.54,42.27,350500.0
182.98,60.13,52.15,341779.9988
188.13,55.1,58.3,354679.9927
189.55,58.97,62.15,324269.989
164.69,52.76,74.08,287489.9902
138.39,61.99,97.77,273250.0
146.12,57.72,87.53,274399.9939
145.33,61.47,86.97,269269.989
113.32,56.73,111.42,242809.9976
107.37,57.31,110.26,240960.0067
123.19,57.2,97.09,256279.9988
107.93,58.63,104.63,247029.9988
126.93,58.04,87.93,263450.0122
112.23,55.77,103.88,257040.0085
111.55,58.35,100.99,239979.9957
87.64,58.3,113.79,0.0
3.28,0.0,3.17,10930.0
3.44,0.0,3.09,10850.0
4.12,0.0,2.68,11390.00034
4.14,0.0,3.27,12409.99985
4.94,0.0,2.94,12869.99989
5.5,0.0,3.43,13979.99954
4.55,0.0,3.86,12399.99962
5.57,0.0,3.94,13590.00015
5.46,0.0,4.16,12810.00042
5.67,0.0,3.94,12289.99996
4.76,0.0,5.69,13069.99969
6.47,0.0,4.72,15420.00008
7.89,0.0,3.48,16850.00038
4.52,0.0,7.14,14479.99954
7.1,0.0,4.87,17600.00038
6.38,0.0,6.34,20360.00061
9.01,0.0,4.68,21930.00031
10.1,0.0,4.59,23360.00061
7.92,0.0,7.04,21690.00053
10.18,0.0,5.71,23780.00069
9.64,0.0,5.94,0.0
1.23,0.0,1.35,5690.0
1.38,0.0,1.45,6250.0
1.59,0.0,1.5,7710.000038
2.0,0.0,1.33,7929.999828
2.2,0.0,1.26,8829.999924
2.38,0.0,1.42,10500.0
2.9,0.0,1.56,12899.99962
3.28,0.0,1.66,13960.00004
3.76,0.0,1.64,14949.99981
3.07,0.0,3.35,15479.99954
1.3,0.0,6.2,16420.00008
1.9,0.0,6.48,15920.00008
2.53,0.0,6.8,15800.00019
1.82,0.0,8.41,15220.00027
2.23,0.0,9.04,16120.00084
4.09,0.0,8.73,18709.99908
5.6,0.0,8.5,21129.99916
5.45,0.0,9.77,20959.99908
5.82,0.0,10.08,20860.00061
5.98,0.0,10.33,20620.00084
5.68,0.0,10.79,0.0
0.69,0.0,0.71,1480.0
0.69,0.0,0.73,1520.0
0.69,0.0,0.74,1120.000005
0.69,0.0,0.75,1230.000019
0.69,0.0,0.76,1389.999986
0.7,0.0,0.82,1690.000057
0.7,0.0,0.86,1529.999971
0.7,0.0,0.86,1409.999967
0.7,0.0,0.86,1460.000038
0.7,0.0,0.86,1450.000048
0.48,0.0,1.2,1740.00001
0.86,0.0,1.03,1950.000048
1.07,0.0,0.82,2440.000057
1.09,0.0,0.83,2289.999962
1.37,0.0,0.55,2619.999886
1.46,0.0,0.49,2720.000029
1.12,0.0,0.8,2950.000048
0.95,0.0,0.93,2500.0
0.89,0.0,1.0,2210.000038
0.99,0.0,0.96,2650.000095
0.94,0.0,0.98,0.0
4.77,57.32,83.14,53280.0
6.17,72.11,83.32,52500.0
7.44,68.11,71.15,54020.00046
9.24,67.42,58.73,55200.00076
6.02,77.49,68.18,53590.00015
4.76,72.38,81.23,50209.99908
5.24,66.98,71.06,48900.00153
4.42,66.97,77.43,47139.99939
4.6,63.89,81.41,46150.00153
4.62,52.17,79.81,42880.00107
8.53,57.83,82.09,48130.00107
5.72,60.47,84.09,44580.00183
4.09,64.04,98.3,42139.99939
3.88,66.46,82.69,40540.00092
2.93,64.88,85.74,39080.00183
3.15,56.35,102.5,39189.99863
3.66,63.1,89.13,38779.99878
3.47,65.7,95.06,38290.00092
3.66,68.55,91.15,36009.99832
3.35,66.13,98.94,35000.0
2.44,49.2,112.15,0.0
2.63,25.12,34.0,43710.0
2.72,25.47,38.44,45150.0
2.79,25.87,32.47,43569.99969
2.86,26.11,32.11,44840.00015
2.92,25.61,31.12,45279.99878
2.97,22.11,28.85,45849.99847
3.1,26.37,28.46,45479.99954
3.01,26.49,32.56,43540.00092
3.04,26.27,33.41,44959.99908
3.0,26.27,33.03,43669.99817
3.32,25.2,33.53,45209.99908
3.34,25.56,30.3,41189.99863
3.51,24.34,36.32,42520.00046
3.48,24.87,36.37,43529.99878
3.37,26.37,36.2,39790.00092
3.33,22.09,36.73,39090.00015
3.69,20.24,33.57,39669.99817
3.67,19.5,33.45,38700.00076
3.54,24.41,34.32,37479.99954
3.58,25.28,37.64,37380.00107
3.62,22.99,40.79,0.0
0.21,0.0,13.77,2200.0
0.17,0.0,14.06,2150.0
0.13,0.0,15.01,2130.000114
0.16,0.0,16.17,2180.000067
0.14,0.0,16.18,2599.999905
0.12,0.0,16.8,2470.000029
0.23,0.0,16.53,2690.000057
0.38,0.0,16.94,3269.999981
0.35,0.0,16.64,3039.999962
0.22,0.0,15.74,2410.000086
0.03,0.0,16.24,2450.000048
0.04,0.0,16.04,2559.999943
0.07,0.0,16.73,3019.999981
0.04,0.0,16.9,3200.000048
0.15,0.0,15.84,4579.999924
0.15,0.0,16.83,4900.000095
0.56,0.0,16.47,6090.000153
0.92,0.0,16.96,7369.999886
1.27,0.0,18.21,8680.000305
1.42,0.0,19.17,9420.000076
1.62,0.0,18.11,0.0
83.15,0.0,6.38,164490.0
88.97,0.0,6.76,173160.0
93.51,0.0,8.07,184240.0055
100.61,0.0,8.36,191929.9927
109.46,0.0,7.63,210190.0024
115.58,0.0,7.42,217770.0043
119.41,0.0,9.82,219880.0049
122.12,0.0,10.2,224589.9963
127.43,0.0,8.95,227580.0018
128.09,0.0,9.09,220259.9945
141.72,0.0,8.58,234380.0049
135.31,0.0,11.83,233600.0061
143.73,0.0,13.42,250679.9927
148.29,0.0,12.33,260700.0122
149.26,0.0,13.68,256799.9878
153.4,0.0,13.33,264000.0
161.79,0.0,15.97,261600.0061
161.88,0.0,19.92,258820.0073
156.26,0.0,25.84,257049.9878
162.59,0.0,28.02,267089.9963
154.52,0.0,24.73,0.0
0.07,0.0,0.1,1270.0
0.07,0.0,0.05,1180.0
0.06,0.0,0.09,1340.000033
0.05,0.0,0.12,1830.000043
0.1,0.0,0.08,1779.999971
0.11,0.0,0.07,1750.0
0.12,0.0,0.09,1570.000052
0.09,0.0,0.09,1500.0
0.03,0.0,0.09,1570.000052
0.03,0.0,0.11,2819.999933
0.08,0.0,0.09,2630.000114
0.02,0.0,0.1,2519.999981
0.02,0.0,0.09,2240.00001
0.06,0.0,0.04,1750.0
0.08,0.0,0.12,1590.000033
0.31,0.0,0.06,1830.000043
0.23,0.0,0.2,2299.999952
0.56,0.0,0.21,2069.999933
0.36,0.0,0.21,2309.999943
0.45,0.0,0.25,2369.999886
0.43,0.0,0.15,0.0
0.03,0.0,0.0,100.0
0.04,0.0,0.0,90.0
0.04,0.0,0.0,100.0000015
0.04,0.0,0.0,119.9999973
0.04,0.0,0.0,129.9999952
0.05,0.0,0.0,129.9999952
0.05,0.0,0.0,150.000006
0.05,0.0,0.0,129.9999952
0.05,0.0,0.0,129.9999952
0.05,0.0,0.0,140.0000006
0.05,0.0,0.0,119.9999973
0.05,0.0,0.0,109.9999994
0.05,0.0,0.0,109.9999994
0.05,0.0,0.0,119.9999973
0.05,0.0,0.0,109.9999994
0.05,0.0,0.0,119.9999973
0.05,0.0,0.0,150.000006
0.05,0.0,0.01,180.0000072
0.06,0.0,0.01,159.9999964
0.06,0.0,0.01,159.9999964
0.06,0.0,0.01,0.0
5.11,0.0,0.03,10200.0
5.27,0.0,0.03,11620.0
5.27,0.0,0.03,12680.00031
6.02,0.0,0.03,15449.99981
6.01,0.0,0.03,16100.00038
6.6,0.0,0.04,17590.00015
6.71,0.0,0.04,20059.99947
7.19,0.0,0.03,20500.0
7.26,0.0,0.0,20020.00046
7.37,0.0,0.0,19040.00092
7.97,0.0,0.0,21459.99908
8.24,0.0,0.0,22260.00023
8.58,0.0,0.0,21520.00046
8.94,0.0,0.0,22209.99908
8.85,0.0,0.0,22040.00092
9.0,0.0,0.01,21329.99992
8.85,0.0,0.01,18309.99947
8.76,0.0,0.01,18250.0
8.67,0.0,0.01,17780.00069
8.63,0.0,0.01,17190.00053
8.2,0.0,0.01,0.0
9.88,0.0,0.08,20700.0
10.64,0.0,0.07,21570.0
11.04,0.0,0.09,21709.99908
11.48,0.0,0.19,21500.0
12.1,0.0,0.19,22479.99954
12.79,0.0,0.18,22969.99931
13.15,0.0,0.13,23899.99962
12.83,0.0,0.09,24750.0
13.44,0.0,0.07,25250.0
14.17,0.0,0.18,25290.00092
14.76,0.0,0.19,27520.00046
15.17,0.0,0.16,26340.00015
16.48,0.0,0.32,27790.00092
16.64,0.0,0.44,27850.00038
17.27,0.0,0.59,29950.00076
17.77,0.0,0.58,30479.99954
17.86,0.0,0.63,29610.00061
18.57,0.0,0.6,29959.99908
18.88,0.0,0.64,29889.99939
19.73,0.0,0.82,29909.99985
18.73,0.0,0.85,0.0
9.25,0.0,0.0,38510.0
9.97,0.0,0.0,39120.0
10.06,0.0,0.0,41409.99985
10.15,0.0,0.0,46349.99847
11.2,0.0,0.0,49369.99893
12.05,0.0,0.0,50590.00015
12.83,0.0,0.0,51919.99817
13.98,0.0,0.0,58479.99954
14.13,0.0,0.0,59279.99878
15.02,0.0,0.0,52389.99939
15.66,0.0,0.0,59180.00031
16.19,0.0,0.0,65449.99695
16.68,0.0,0.0,69010.00214
17.74,0.0,0.0,70220.00122
19.18,0.0,0.0,71400.00153
21.18,0.0,0.0,73400.00153
21.18,0.0,0.0,73339.99634
21.18,0.0,0.0,73120.00275
21.18,0.0,0.0,73050.00305
21.18,0.0,0.0,72870.00275
20.11,0.0,0.0,0.0
0.04,0.0,1.55,1300.0
0.04,0.0,1.55,1300.0
0.04,0.0,1.67,1490.00001
0.05,0.0,1.75,1570.000052
0.05,0.0,1.89,1629.999995
0.11,0.0,1.84,2019.999981
0.4,0.0,1.17,2400.000095
0.56,0.0,1.41,2869.999886
0.62,0.0,1.7,2970.000029
0.89,0.0,1.51,3359.999895
1.1,0.0,1.59,3329.999924
1.0,0.0,1.61,3740.00001
0.38,0.0,1.58,3779.999971
0.14,0.0,2.45,3690.000057
0.29,0.0,2.52,4110.000134
0.29,0.0,2.58,4719.99979
0.29,0.0,3.48,4949.999809
0.26,0.0,3.65,5170.000076
0.31,0.0,4.0,5860.000134
0.09,0.0,4.24,5860.000134
0.13,0.0,4.32,0.0
82.65,77.34,11.28,297380.0
84.59,76.17,12.05,300550.0
85.93,77.99,9.65,303940.0024
89.52,81.41,9.27,330230.011
83.22,87.02,11.78,307140.0146
84.75,88.76,12.4,295410.0037
90.09,90.22,12.92,303989.9902
93.13,92.54,10.47,312140.0146
90.92,89.84,11.82,301200.0122
78.58,82.92,12.12,251619.9951
86.28,89.15,13.39,268920.0134
93.5,90.25,11.2,283339.9963
96.99,90.14,11.23,277109.9854
95.39,83.21,15.11,270269.989
83.42,88.39,10.17,237729.9957
66.91,87.63,7.1,191070.0073
72.66,80.95,9.25,201660.0037
57.96,85.58,10.88,174940.0024
60.81,84.4,13.02,185619.9951
57.79,83.0,11.87,174729.9957
54.5,76.2,17.56,0.0
37.54,0.0,0.0,84730.0
40.58,0.0,0.0,97200.0
44.04,0.0,0.0,99150.00153
46.48,0.0,0.0,103819.9997
49.27,0.0,0.0,110010.0021
57.05,0.0,0.0,116459.9991
62.76,0.0,0.0,121559.9976
74.03,0.0,0.0,131830.0018
77.06,0.0,0.0,156050.0031
82.9,0.0,0.01,157020.0043
88.31,0.0,0.02,162789.9933
93.19,0.0,0.03,165600.0061
99.83,0.0,0.02,175589.9963
103.33,0.0,0.08,184470.0012
109.26,0.0,0.31,184759.9945
119.45,0.0,0.31,195240.0055
121.53,0.0,0.32,201080.0018
125.79,0.0,0.75,197039.9933
126.61,0.0,1.32,177119.9951
125.85,0.0,3.8,188860.0006
119.49,1.56,5.5,0.0
279.34,85.06,9.98,530890.0
282.72,90.09,9.56,545260.0
285.62,87.85,11.13,530789.978
296.15,88.69,10.62,543039.978
297.15,80.0,14.14,543080.0171
296.87,81.62,16.93,540919.9829
299.88,75.45,18.11,542059.9976
310.26,63.03,19.69,530500.0
310.5,52.49,21.85,515340.0269
278.73,69.1,25.25,466489.9902
290.59,62.14,26.18,482440.0024
260.88,68.98,35.2,445589.9963
249.25,70.4,41.24,467779.9988
231.56,70.61,53.21,453760.0098
206.94,63.75,64.52,415600.0061
182.43,70.34,82.57,401079.9866
181.56,71.73,82.99,380809.9976
165.91,70.34,98.85,367000.0
155.41,65.06,110.03,360730.011
144.99,56.18,120.48,348920.0134
124.78,50.85,131.74,0.0
2697.28,753.89,350.93,5775810.0
2678.68,768.83,280.06,5748260.0
2727.83,780.06,336.34,5593029.785
2756.03,763.73,349.18,5658990.234
2818.28,788.53,345.14,5738290.039
2899.96,781.99,353.04,5753490.234
2878.56,787.22,381.16,5653080.078
2988.24,806.42,347.91,5736319.824
2924.21,806.21,377.11,5558379.883
2725.41,798.85,415.56,5156430.176
2882.49,806.97,424.48,5392109.863
2788.93,790.2,509.74,5173600.098
2779.02,769.33,492.32,4956060.059
2746.21,789.02,520.38,5092100.098
2752.01,797.17,546.83,5107209.961
2730.32,797.18,556.49,4990709.961
2656.96,805.69,624.91,4894500.0
2540.17,804.95,707.19,4819370.117
2661.3,807.08,733.17,4975310.059
2588.21,809.41,760.76,4817720.215
2431.9,789.88,821.4,0.0
0.49,0.0,7.0,5460.0
0.06,0.0,9.1,4950.0
0.07,0.0,9.44,4530.00021
0.08,0.0,8.45,4489.999771
1.01,0.0,4.77,5460.000038
0.9,0.0,6.66,5420.000076
1.87,0.0,3.6,6329.999924
0.97,0.0,8.31,5849.999905
3.01,0.0,5.5,7750.0
2.72,0.0,6.08,7670.000076
1.72,0.0,9.31,6280.00021
2.76,0.0,7.61,7610.000134
3.85,0.0,6.76,8520.000458
2.04,0.0,9.41,7360.000134
1.64,0.0,11.21,6500.0
1.91,0.0,11.7,6639.999866
1.34,0.0,12.41,6519.999981
1.32,0.0,12.93,6099.999905
1.36,0.0,13.14,6539.999962
1.89,0.0,14.16,6489.999771
2.4,0.0,11.14,0.0
38.51,0.0,5.82,123810.0
39.05,0.0,5.9,125700.0
40.55,0.0,6.12,129889.9994
39.27,0.0,7.54,121910.0037
38.48,0.0,8.92,124839.9963
38.13,0.0,8.84,119190.0024
39.25,0.0,4.65,127360.0006
40.0,0.0,4.61,122580.0018
35.76,0.0,4.44,128880.0049
38.18,0.0,6.42,116529.9988
41.16,0.0,8.11,126239.9979
44.28,0.0,5.65,128630.0049
43.56,0.0,6.59,113139.9994
45.97,0.0,5.65,111860.0006
46.7,0.0,6.01,104870.0027
47.55,0.0,7.0,99169.99817
48.75,0.0,7.25,105230.0034
49.71,0.0,8.35,109529.9988
53.58,0.0,5.85,112470.0012
53.64,0.0,6.47,116709.9991
50.93,0.0,5.01,0.0
0.04,0.0,0.0,90.0
0.04,0.0,0.0,90.0
0.04,0.0,0.0,79.99999821
0.04,0.0,0.0,90.00000358
0.04,0.0,0.0,70.0000003
0.04,0.0,0.0,70.0000003
0.04,0.0,0.0,70.0000003
0.05,0.0,0.0,109.9999994
0.05,0.0,0.0,100.0000015
0.05,0.0,0.0,129.9999952
0.05,0.0,0.0,129.9999952
0.05,0.0,0.01,129.9999952
0.05,0.0,0.01,119.9999973
0.05,0.0,0.02,109.9999994
0.05,0.0,0.02,159.9999964
0.05,0.0,0.02,140.0000006
0.05,0.0,0.02,180.0000072
0.05,0.0,0.01,170.0000018
0.05,0.0,0.02,209.9999934
0.05,0.0,0.02,209.9999934
0.05,0.0,0.02,0.0
0.07,0.0,7.69,1810.0
0.07,0.0,7.83,1840.0
0.08,0.0,8.03,1919.999957
0.08,0.0,8.18,2079.999924
0.07,0.0,8.39,2109.999895
0.08,0.0,8.8,2289.999962
0.08,0.0,9.58,2180.000067
0.06,0.0,9.54,1980.000019
0.04,0.0,9.45,2190.000057
0.05,0.0,9.81,2490.00001
0.05,0.0,10.36,2660.000086
0.05,0.0,11.4,3049.999952
0.06,0.0,12.26,4030.00021
0.05,0.0,13.18,4239.999771
0.35,0.0,14.01,4690.000057
0.36,0.0,13.0,4960.000038
0.65,0.0,10.97,5320.000172
1.8,0.0,12.64,6809.999943
2.24,0.0,13.89,7730.000019
2.05,0.0,12.62,6800.000191
2.0,0.0,13.1,0.0
3.3,0.0,3.44,13700.0
4.33,0.0,3.25,13900.0
4.12,0.0,4.14,12489.99977
2.98,0.0,5.56,10180.00031
3.63,0.0,5.78,9770.000458
3.84,0.0,5.2,10510.00023
2.23,0.0,5.45,9829.999924
1.86,0.0,5.49,9760.000229
1.6,0.0,5.79,7599.999905
1.57,0.0,5.54,7750.0
2.49,0.0,5.95,9600.000381
3.43,0.0,5.51,11409.99985
3.25,0.0,5.68,12010.00023
3.9,0.0,5.36,12279.99973
3.92,0.0,5.79,12079.99992
4.02,0.0,5.37,12430.00031
3.5,0.0,3.32,11020.00046
3.05,0.0,4.3,10340.00015
3.73,0.0,5.46,12380.00011
3.66,0.0,4.58,11760.00023
3.4,0.0,4.19,0.0
